Latitude (decimal degrees):	48.211
Longitude (decimal degrees):	9.034
Elevation (m):	730
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230311:0410,0.0,0.0,0.0,-2.48,2.69,0.0
20230311:0510,0.0,0.0,0.0,-2.85,2.62,0.0
20230311:0610,1.17,8.15,3.22,-3.13,2.34,0.0
20230311:0710,22.75,38.79,12.86,-3.14,2.28,0.0
20230311:0810,163.94,195.03,21.75,-2.55,2.14,0.0
20230311:0910,636.38,731.16,29.34,-1.59,1.72,0.0
20230311:1010,740.62,870.63,34.94,-0.57,1.52,0.0
20230311:1110,818.05,982.42,37.82,0.65,1.45,0.0
20230311:1210,822.24,992.09,37.48,1.68,1.52,0.0
20230311:1310,748.33,894.16,33.99,2.41,1.52,0.0
20230311:1410,593.04,693.06,27.93,3.04,1.86,0.0
20230311:1510,256.2,302.07,20.02,3.18,2.34,0.0
20230311:1610,81.49,110.92,10.94,2.62,2.48,0.0
20230311:1710,0.0,0.0,0.0,1.82,1.86,0.0
20230311:1810,0.0,0.0,0.0,1.08,1.45,0.0
20230311:1910,0.0,0.0,0.0,0.26,1.24,0.0
20230311:2010,0.0,0.0,0.0,-0.73,1.1,0.0
20230311:2110,0.0,0.0,0.0,-1.57,0.9,0.0
20230311:2210,0.0,0.0,0.0,-1.74,0.55,0.0
20230311:2310,0.0,0.0,0.0,-1.68,0.34,0.0
20230312:0010,0.0,0.0,0.0,-2.41,0.62,0.0
20230312:0110,0.0,0.0,0.0,-2.36,1.03,0.0
20230312:0210,0.0,0.0,0.0,-1.68,1.52,0.0
20230312:0310,0.0,0.0,0.0,-0.97,1.86,0.0
20230312:0410,0.0,0.0,0.0,-0.62,2.14,0.0
20230312:0510,0.0,0.0,0.0,-0.11,2.07,0.0
20230312:0610,3.04,11.77,3.56,0.31,2.21,0.0
20230312:0710,88.17,116.03,13.21,0.7,2.34,0.0
20230312:0810,122.41,153.28,22.11,2.28,2.83,0.0
20230312:0910,116.25,147.57,29.72,4.1,3.79,0.0
20230312:1010,199.23,240.6,35.34,5.9,4.41,0.0
20230312:1110,122.58,156.09,38.22,6.4,3.79,0.0
20230312:1210,365.49,429.57,37.86,7.42,3.79,0.0
20230312:1310,124.96,159.87,34.34,8.04,3.72,0.0
20230312:1410,49.1,72.84,28.24,8.39,4.48,0.0
20230312:1510,155.37,193.61,20.3,8.38,5.03,0.0
20230312:1610,118.29,158.59,11.2,7.93,4.14,0.0
20230312:1710,0.0,0.0,0.0,7.38,3.79,0.0
20230312:1810,0.0,0.0,0.0,6.26,3.59,0.0
20230312:1910,0.0,0.0,0.0,6.33,3.79,0.0
20230312:2010,0.0,0.0,0.0,5.81,3.79,0.0
20230312:2110,0.0,0.0,0.0,5.54,3.79,0.0
20230312:2210,0.0,0.0,0.0,5.28,3.52,0.0
20230312:2310,0.0,0.0,0.0,5.15,3.52,0.0
20230313:0010,0.0,0.0,0.0,5.15,3.52,0.0
20230313:0110,0.0,0.0,0.0,5.43,3.38,0.0
20230313:0210,0.0,0.0,0.0,5.32,3.45,0.0
20230313:0310,0.0,0.0,0.0,5.51,3.59,0.0
20230313:0410,0.0,0.0,0.0,5.68,4.0,0.0
20230313:0510,0.0,0.0,0.0,6.04,4.62,0.0
20230313:0610,0.28,6.34,3.9,6.28,4.83,0.0
20230313:0710,23.77,41.62,13.56,7.53,5.52,0.0
20230313:0810,155.78,194.21,22.48,8.72,5.03,0.0
20230313:0910,561.08,661.27,30.1,9.91,4.41,0.0
20230313:1010,696.97,833.16,35.73,11.83,5.1,0.0
20230313:1110,744.45,901.09,38.61,13.57,5.31,0.0
20230313:1210,754.8,921.14,38.24,14.86,5.17,0.0
20230313:1310,669.55,814.87,34.69,15.7,4.97,0.0
20230313:1410,394.59,478.05,28.55,15.92,4.55,0.0
20230313:1510,385.86,472.16,20.59,15.66,3.93,0.0
20230313:1610,121.53,167.76,11.46,14.99,3.59,0.0
20230313:1710,0.0,1.81,1.7,13.36,2.9,0.0
20230313:1810,0.0,0.0,0.0,11.7,2.83,0.0
20230313:1910,0.0,0.0,0.0,11.54,3.17,0.0
20230313:2010,0.0,0.0,0.0,10.43,3.38,0.0
20230313:2110,0.0,0.0,0.0,9.33,3.59,0.0
20230313:2210,0.0,0.0,0.0,9.47,3.79,0.0
20230313:2310,0.0,0.0,0.0,7.9,3.03,0.0
20230314:0010,0.0,0.0,0.0,7.31,3.17,0.0
20230314:0110,0.0,0.0,0.0,5.86,4.28,0.0
20230314:0210,0.0,0.0,0.0,5.45,5.03,0.0
20230314:0310,0.0,0.0,0.0,5.17,5.24,0.0
20230314:0410,0.0,0.0,0.0,5.14,5.03,0.0
20230314:0510,0.0,0.0,0.0,4.89,4.76,0.0
20230314:0610,8.6,20.82,4.24,4.78,4.41,0.0
20230314:0710,235.78,291.09,13.91,5.54,5.17,0.0
20230314:0810,481.64,559.76,22.84,6.46,4.55,0.0
20230314:0910,234.19,279.61,30.49,7.95,7.24,0.0
20230314:1010,123.7,157.98,36.13,8.16,6.76,0.0
20230314:1110,157.58,195.57,39.01,7.87,7.03,0.0
20230314:1210,76.81,104.06,38.63,6.23,7.38,0.0
20230314:1310,186.24,224.86,35.04,5.05,6.0,0.0
20230314:1410,68.02,93.65,28.87,5.11,6.62,0.0
20230314:1510,33.2,52.97,20.87,5.41,6.97,0.0
20230314:1610,83.91,114.28,11.72,4.99,5.52,0.0
20230314:1710,0.0,1.89,1.95,4.25,3.86,0.0
20230314:1810,0.0,0.0,0.0,3.12,3.45,0.0
20230314:1910,0.0,0.0,0.0,2.37,3.59,0.0
20230314:2010,0.0,0.0,0.0,1.54,3.17,0.0
20230314:2110,0.0,0.0,0.0,0.92,3.38,0.0
20230314:2210,0.0,0.0,0.0,0.6,3.52,0.0
20230314:2310,0.0,0.0,0.0,0.6,3.52,0.0
20230315:0010,0.0,0.0,0.0,0.15,3.93,0.0
20230315:0110,0.0,0.0,0.0,-0.64,3.86,0.0
20230315:0210,0.0,0.0,0.0,-1.33,3.03,0.0
20230315:0310,0.0,0.0,0.0,-1.59,2.41,0.0
20230315:0410,0.0,0.0,0.0,-1.85,2.07,0.0
20230315:0510,0.0,0.0,0.0,-2.09,1.66,0.0
20230315:0610,8.32,19.91,4.59,-2.35,1.59,0.0
20230315:0710,133.59,165.51,14.26,-2.26,2.07,0.0
20230315:0810,296.78,340.24,23.21,-0.73,2.62,0.0
20230315:0910,461.06,525.67,30.87,1.01,2.9,0.0
20230315:1010,603.45,692.7,36.53,2.54,3.86,0.0
20230315:1110,721.72,840.2,39.41,3.41,3.86,0.0
20230315:1210,590.51,680.71,39.01,4.02,4.34,0.0
20230315:1310,349.33,404.27,35.39,4.4,4.48,0.0
20230315:1410,153.9,189.11,29.18,4.28,4.14,0.0
20230315:1510,210.78,251.07,21.15,3.77,3.93,0.0
20230315:1610,44.93,66.87,11.98,3.42,3.31,0.0
20230315:1710,0.0,4.73,2.2,2.67,2.0,0.0
20230315:1810,0.0,0.0,0.0,1.58,1.24,0.0
20230315:1910,0.0,0.0,0.0,0.62,0.83,0.0
20230315:2010,0.0,0.0,0.0,-0.15,0.97,0.0
20230315:2110,0.0,0.0,0.0,-0.63,0.9,0.0
20230315:2210,0.0,0.0,0.0,-1.19,1.1,0.0
20230315:2310,0.0,0.0,0.0,-2.07,1.1,0.0
20230316:0010,0.0,0.0,0.0,-2.38,1.03,0.0
20230316:0110,0.0,0.0,0.0,-2.7,1.03,0.0
20230316:0210,0.0,0.0,0.0,-2.97,0.97,0.0
20230316:0310,0.0,0.0,0.0,-2.92,1.03,0.0
20230316:0410,0.0,0.0,0.0,-2.88,1.03,0.0
20230316:0510,0.0,0.0,0.0,-3.12,1.1,0.0
20230316:0610,12.92,26.25,4.93,-2.95,1.24,0.0
20230316:0710,207.12,251.82,14.62,-0.86,0.9,0.0
20230316:0810,480.96,558.37,23.58,1.51,1.45,0.0
20230316:0910,651.14,764.93,31.26,3.46,2.07,0.0
20230316:1010,721.12,858.44,36.93,5.0,2.41,0.0
20230316:1110,827.66,1007.99,39.81,6.32,2.41,0.0
20230316:1210,812.27,996.44,39.39,7.26,2.14,0.0
20230316:1310,627.56,756.62,35.74,8.17,1.86,0.0
20230316:1410,595.79,717.17,29.49,8.74,1.79,0.0
20230316:1510,429.89,515.9,21.43,8.93,2.0,0.0
20230316:1610,131.87,175.46,12.24,8.52,2.0,0.0
20230316:1710,0.4,6.62,2.44,6.81,2.21,0.0
20230316:1810,0.0,0.0,0.0,5.4,2.21,0.0
20230316:1910,0.0,0.0,0.0,4.16,2.0,0.0
20230316:2010,0.0,0.0,0.0,3.22,1.93,0.0
20230316:2110,0.0,0.0,0.0,2.41,1.86,0.0
20230316:2210,0.0,0.0,0.0,1.88,1.79,0.0
20230316:2310,0.0,0.0,0.0,1.58,1.66,0.0
20230317:0010,0.0,0.0,0.0,1.26,1.59,0.0
20230317:0110,0.0,0.0,0.0,1.15,1.45,0.0
20230317:0210,0.0,0.0,0.0,0.96,1.45,0.0
20230317:0310,0.0,0.0,0.0,0.92,1.45,0.0
20230317:0410,0.0,0.0,0.0,0.84,1.52,0.0
20230317:0510,0.0,0.0,0.0,0.62,1.52,0.0
20230317:0610,14.03,28.06,5.28,0.38,1.59,0.0
20230317:0710,127.22,161.25,14.97,2.31,1.52,0.0
20230317:0810,265.59,316.97,23.95,5.87,1.38,0.0
20230317:0910,589.81,713.3,31.64,8.81,1.45,0.0
20230317:1010,593.22,726.5,37.33,10.9,1.52,0.0
20230317:1110,667.49,835.69,40.21,12.76,1.45,0.0
20230317:1210,650.65,819.03,39.77,14.05,1.38,0.0
20230317:1310,547.36,680.97,36.09,14.68,1.38,0.0
20230317:1410,435.2,536.68,29.8,14.99,1.38,0.0
20230317:1510,255.95,319.44,21.71,14.84,1.38,0.0
20230317:1610,60.59,89.54,12.5,13.98,1.1,0.0
20230317:1710,0.36,6.62,2.69,12.47,1.24,0.0
20230317:1810,0.0,0.0,0.0,10.04,1.1,0.0
20230317:1910,0.0,0.0,0.0,8.28,2.14,0.0
20230317:2010,0.0,0.0,0.0,7.39,2.07,0.0
20230317:2110,0.0,0.0,0.0,6.8,2.07,0.0
20230317:2210,0.0,0.0,0.0,6.5,2.14,0.0
20230317:2310,0.0,0.0,0.0,6.25,2.14,0.0
20230318:0010,0.0,0.0,0.0,6.15,2.07,0.0
20230318:0110,0.0,0.0,0.0,6.15,2.14,0.0
20230318:0210,0.0,0.0,0.0,5.82,2.14,0.0
20230318:0310,0.0,0.0,0.0,5.49,2.07,0.0
20230318:0410,0.0,0.0,0.0,5.02,2.0,0.0
20230318:0510,0.0,0.0,0.0,4.85,1.93,0.0
20230318:0610,15.1,29.87,5.62,3.96,1.93,0.0
20230318:0710,222.72,275.56,15.32,4.86,1.52,0.0
20230318:0810,448.32,537.05,24.32,8.35,1.38,0.0
20230318:0910,647.5,793.29,32.03,10.61,1.66,0.0
20230318:1010,728.43,915.22,37.73,12.0,1.45,0.0
20230318:1110,777.57,991.85,40.61,12.87,1.45,0.0
20230318:1210,782.94,1004.17,40.15,13.69,1.45,0.0
20230318:1310,697.68,883.24,36.43,14.18,1.38,0.0
20230318:1410,301.31,371.8,30.11,14.25,1.24,0.0
20230318:1510,134.88,176.42,21.99,14.02,0.9,0.0
20230318:1610,160.96,217.91,12.75,13.57,0.55,0.0
20230318:1710,1.17,8.51,2.94,12.19,0.55,0.0
20230318:1810,0.0,0.0,0.0,11.98,0.48,0.0
20230318:1910,0.0,0.0,0.0,8.9,1.52,0.0
20230318:2010,0.0,0.0,0.0,8.36,1.93,0.0
20230318:2110,0.0,0.0,0.0,7.79,1.79,0.0
20230318:2210,0.0,0.0,0.0,6.92,1.66,0.0
20230318:2310,0.0,0.0,0.0,6.56,1.52,0.0
20230319:0010,0.0,0.0,0.0,6.14,1.45,0.0
20230319:0110,0.0,0.0,0.0,6.12,1.52,0.0
20230319:0210,0.0,0.0,0.0,5.97,1.79,0.0
20230319:0310,0.0,0.0,0.0,6.29,1.86,0.0
20230319:0410,0.0,0.0,0.0,6.02,1.72,0.0
20230319:0510,0.0,0.0,0.0,5.5,1.86,0.0
20230319:0610,15.69,30.77,5.97,5.09,1.93,0.0
20230319:0710,80.31,108.92,15.68,6.09,1.72,0.0
20230319:0810,202.69,246.86,24.68,7.29,2.07,0.0
20230319:0910,264.96,318.2,32.41,8.46,2.62,0.0
20230319:1010,594.48,712.73,38.13,9.91,2.9,0.0
20230319:1110,511.82,616.33,41.02,11.09,2.62,0.0
20230319:1210,143.97,183.52,40.53,10.37,2.69,0.0
20230319:1310,382.73,457.05,36.78,10.28,2.9,0.0
20230319:1410,177.51,221.21,30.42,10.06,2.48,0.0
20230319:1510,99.77,132.57,22.26,9.87,2.21,0.0
20230319:1610,179.2,235.75,13.01,9.53,2.21,0.0
20230319:1710,3.88,15.29,3.18,8.44,2.34,0.0
20230319:1810,0.0,0.0,0.0,7.39,2.21,0.0
20230319:1910,0.0,0.0,0.0,6.11,2.07,0.0
20230319:2010,0.0,0.0,0.0,5.29,2.0,0.0
20230319:2110,0.0,0.0,0.0,4.83,1.86,0.0
20230319:2210,0.0,0.0,0.0,4.17,1.93,0.0
20230319:2310,0.0,0.0,0.0,3.55,1.93,0.0
20230320:0010,0.0,0.0,0.0,3.64,1.72,0.0
20230320:0110,0.0,0.0,0.0,4.08,1.52,0.0
20230320:0210,0.0,0.0,0.0,3.53,1.66,0.0
20230320:0310,0.0,0.0,0.0,3.17,1.59,0.0
20230320:0410,0.0,0.0,0.0,2.74,1.59,0.0
20230320:0510,0.0,0.0,0.0,3.33,1.31,0.0
20230320:0610,13.77,28.06,6.32,3.82,1.24,0.0
20230320:0710,70.24,96.57,16.04,4.82,2.21,0.0
20230320:0810,115.94,148.6,25.05,5.78,2.0,0.0
20230320:0910,122.81,157.03,32.8,6.78,2.21,0.0
20230320:1010,250.48,301.96,38.53,7.52,2.07,0.0
20230320:1110,96.3,127.71,41.42,8.06,2.0,0.0
20230320:1210,122.47,157.98,40.91,8.87,2.34,0.0
20230320:1310,242.43,294.4,37.12,9.38,2.69,0.0
20230320:1410,256.16,309.59,30.72,9.23,2.28,0.0
20230320:1510,282.54,341.22,22.54,9.35,2.07,0.0
20230320:1610,139.53,184.52,13.27,9.17,2.14,0.0
20230320:1710,4.04,14.64,3.43,8.41,1.72,0.0
20230320:1810,0.0,0.0,0.0,7.32,1.45,0.0
20230320:1910,0.0,0.0,0.0,6.89,1.24,0.0
20230320:2010,0.0,0.0,0.0,6.22,1.31,0.0
20230320:2110,0.0,0.0,0.0,5.64,1.31,0.0
20230320:2210,0.0,0.0,0.0,5.2,1.17,0.0
20230320:2310,0.0,0.0,0.0,4.52,1.24,0.0
20230321:0010,0.0,0.0,0.0,3.81,1.17,0.0
20230321:0110,0.0,0.0,0.0,3.4,1.03,0.0
20230321:0210,0.0,0.0,0.0,2.97,1.03,0.0
20230321:0310,0.0,0.0,0.0,2.75,1.03,0.0
20230321:0410,0.0,0.0,0.0,2.37,1.1,0.0
20230321:0510,0.0,0.0,0.0,2.11,1.1,0.0
20230321:0610,17.32,32.58,6.66,1.92,1.1,0.0
20230321:0710,0.0,0.0,0.0,3.99,0.76,0.0
20230321:0810,0.0,0.0,0.0,7.48,1.31,0.0
20230321:0910,494.71,591.36,33.19,8.7,1.72,0.0
20230321:1010,530.01,641.08,38.93,10.3,1.79,0.0
20230321:1110,403.91,489.93,41.82,11.28,1.59,0.0
20230321:1210,392.12,477.83,41.29,12.04,1.45,0.0
20230321:1310,478.28,584.97,37.47,12.44,1.38,0.0
20230321:1410,266.34,327.6,31.03,12.67,1.45,0.0
20230321:1510,124.24,162.68,22.81,12.58,1.52,0.0
20230321:1610,83.09,116.46,13.52,12.25,1.38,0.0
20230321:1710,3.11,12.3,3.67,10.97,1.59,0.0
20230321:1810,0.0,0.0,0.0,9.6,1.72,0.0
20230321:1910,0.0,0.0,0.0,9.0,1.72,0.0
20230321:2010,0.0,0.0,0.0,8.36,1.93,0.0
20230321:2110,0.0,0.0,0.0,8.06,1.93,0.0
20230321:2210,0.0,0.0,0.0,7.92,1.86,0.0
20230321:2310,0.0,0.0,0.0,7.69,1.86,0.0
20230322:0010,0.0,0.0,0.0,7.39,1.79,0.0
20230322:0110,0.0,0.0,0.0,6.66,1.93,0.0
20230322:0210,0.0,0.0,0.0,5.77,2.0,0.0
20230322:0310,0.0,0.0,0.0,5.3,2.0,0.0
20230322:0410,0.0,0.0,0.0,4.81,1.93,0.0
20230322:0510,0.0,0.0,0.0,4.54,2.0,0.0
20230322:0610,17.78,33.49,7.01,4.53,2.07,0.0
20230322:0710,0.0,0.0,0.0,6.16,2.34,0.0
20230322:0810,473.27,560.87,25.79,8.55,2.76,0.0
20230322:0910,652.67,784.27,33.57,10.42,3.17,0.0
20230322:1010,754.42,926.85,39.33,11.99,3.1,0.0
20230322:1110,800.27,994.65,42.22,13.29,3.31,0.0
20230322:1210,784.85,976.27,41.67,14.21,3.45,0.0
20230322:1310,738.66,913.11,37.81,14.78,3.59,0.0
20230322:1410,584.71,712.39,31.33,14.95,3.52,0.0
20230322:1510,399.08,487.39,23.09,14.77,3.31,0.0
20230322:1610,189.93,253.57,13.77,14.15,2.69,0.0
20230322:1710,7.03,20.4,3.92,12.64,2.0,0.0
20230322:1810,0.0,0.0,0.0,11.1,1.93,0.0
20230322:1910,0.0,0.0,0.0,9.75,2.14,0.0
20230322:2010,0.0,0.0,0.0,8.92,2.14,0.0
20230322:2110,0.0,0.0,0.0,8.34,2.21,0.0
20230322:2210,0.0,0.0,0.0,8.26,2.28,0.0
20230322:2310,0.0,0.0,0.0,8.26,2.14,0.0
20230323:0010,0.0,0.0,0.0,8.25,2.07,0.0
20230323:0110,0.0,0.0,0.0,8.33,2.28,0.0
20230323:0210,0.0,0.0,0.0,8.53,2.83,0.0
20230323:0310,0.0,0.0,0.0,8.8,3.52,0.0
20230323:0410,0.0,0.0,0.0,8.72,3.79,0.0
20230323:0510,0.0,0.0,0.0,8.7,3.79,0.0
20230323:0610,20.16,37.11,7.36,8.45,3.52,0.0
20230323:0710,34.82,55.81,17.1,9.1,3.03,0.0
20230323:0810,211.83,260.65,26.16,10.87,2.76,0.0
20230323:0910,269.98,328.61,33.96,11.95,3.03,0.0
20230323:1010,267.09,326.54,39.73,13.11,4.0,0.0
20230323:1110,414.42,499.66,42.62,13.9,4.48,0.0
20230323:1210,290.15,354.68,42.05,14.23,4.48,0.0
20230323:1310,135.93,176.9,38.15,14.51,4.34,0.0
20230323:1410,148.81,191.7,31.64,14.37,3.86,0.0
20230323:1510,130.77,170.58,23.36,13.98,3.38,0.0
20230323:1610,61.52,89.94,14.02,13.43,2.62,0.0
20230323:1710,1.61,9.46,4.16,12.64,2.55,0.0
20230323:1810,0.0,0.0,0.0,11.89,2.41,0.0
20230323:1910,0.0,0.0,0.0,11.08,3.24,0.0
20230323:2010,0.0,0.0,0.0,10.69,2.9,0.0
20230323:2110,0.0,0.0,0.0,10.15,2.48,0.0
20230323:2210,0.0,0.0,0.0,9.67,2.28,0.0
20230323:2310,0.0,0.0,0.0,9.38,2.34,0.0
20230324:0010,0.0,0.0,0.0,9.37,2.48,0.0
20230324:0110,0.0,0.0,0.0,9.44,2.62,0.0
20230324:0210,0.0,0.0,0.0,9.36,2.62,0.0
20230324:0310,0.0,0.0,0.0,9.04,2.69,0.0
20230324:0410,0.0,0.0,0.0,9.03,2.9,0.0
20230324:0510,0.0,0.0,0.0,9.31,3.38,0.0
20230324:0610,19.2,36.4,7.71,9.77,4.28,0.0
20230324:0710,12.92,27.43,17.46,9.64,4.21,0.0
20230324:0810,50.39,74.73,26.53,9.67,4.83,0.0
20230324:0910,104.05,137.17,34.35,10.15,5.17,0.0
20230324:1010,195.45,240.57,40.13,10.2,5.59,0.0
20230324:1110,42.33,65.27,43.02,10.53,5.24,0.0
20230324:1210,95.03,126.76,42.43,9.98,5.17,0.0
20230324:1310,95.96,127.71,38.49,9.66,4.76,0.0
20230324:1410,62.29,88.92,31.94,10.08,5.03,0.0
20230324:1510,59.78,86.08,23.63,10.31,4.55,0.0
20230324:1610,29.39,49.19,14.27,9.95,3.86,0.0
20230324:1710,6.82,19.07,4.4,9.37,4.28,0.0
20230324:1810,0.0,0.0,0.0,8.51,4.14,0.0
20230324:1910,0.0,0.0,0.0,7.15,4.41,0.0
20230324:2010,0.0,0.0,0.0,6.54,4.48,0.0
20230324:2110,0.0,0.0,0.0,6.04,4.34,0.0
20230324:2210,0.0,0.0,0.0,5.74,4.34,0.0
20230324:2310,0.0,0.0,0.0,5.46,4.41,0.0
20230325:0010,0.0,0.0,0.0,5.08,4.69,0.0
20230325:0110,0.0,0.0,0.0,4.82,4.76,0.0
20230325:0210,0.0,0.0,0.0,4.71,4.9,0.0
20230325:0310,0.0,0.0,0.0,4.58,5.03,0.0
20230325:0410,0.0,0.0,0.0,4.36,5.93,0.0
20230325:0510,0.0,0.0,0.0,4.02,5.72,0.0
20230325:0610,37.94,61.68,8.05,3.84,5.72,0.0
20230325:0710,120.09,152.37,17.81,3.98,4.34,0.0
20230325:0810,82.92,110.68,26.9,5.12,4.69,0.0
20230325:0910,208.31,250.32,34.73,5.85,4.9,0.0
20230325:1010,184.94,224.46,40.53,5.71,5.52,0.0
20230325:1110,533.76,618.27,43.41,6.69,5.72,0.0
20230325:1210,163.55,202.44,42.8,7.46,5.1,0.0
20230325:1310,247.08,295.97,38.83,8.07,5.31,0.0
20230325:1410,522.45,607.13,32.24,7.67,5.1,0.0
20230325:1510,397.9,466.33,23.9,7.86,5.24,0.0
20230325:1610,208.71,267.22,14.52,7.56,5.31,0.0
20230325:1710,11.3,26.68,4.64,6.65,5.52,0.0
20230325:1810,0.0,0.0,0.0,5.46,4.9,0.0
20230325:1910,0.0,0.0,0.0,5.81,4.34,0.0
20230325:2010,0.0,0.0,0.0,5.38,4.21,0.0
20230325:2110,0.0,0.0,0.0,4.83,3.79,0.0
20230325:2210,0.0,0.0,0.0,4.45,3.59,0.0
20230325:2310,0.0,0.0,0.0,4.01,3.31,0.0
20230326:0010,0.0,0.0,0.0,3.76,3.1,0.0
20230326:0110,0.0,0.0,0.0,3.53,2.76,0.0
20230326:0210,0.0,0.0,0.0,3.23,2.34,0.0
20230326:0310,0.0,0.0,0.0,2.91,2.34,0.0
20230326:0410,0.0,0.0,0.0,2.81,2.28,0.0
20230326:0510,0.0,0.0,0.0,3.01,2.0,0.0
20230326:0610,9.98,22.7,8.4,3.19,1.79,0.0
20230326:0710,22.68,39.73,18.17,3.89,2.21,0.0
20230326:0810,62.32,87.03,27.27,4.11,2.55,0.0
20230326:0910,239.77,284.65,35.12,4.69,3.38,0.0
20230326:1010,789.83,929.54,40.93,6.32,4.76,0.0
20230326:1110,756.11,893.33,43.81,8.01,5.24,0.0
20230326:1210,862.04,1030.42,43.18,9.0,5.45,0.0
20230326:1310,425.37,499.6,39.17,9.32,5.31,0.0
20230326:1410,627.42,736.3,32.54,9.09,5.03,0.0
20230326:1510,90.47,120.14,24.16,7.03,4.48,0.0
20230326:1610,66.85,92.85,14.77,5.08,4.07,0.0
20230326:1710,13.0,29.36,4.88,4.61,4.69,0.0
20230326:1810,0.0,0.0,0.0,4.05,4.48,0.0
20230326:1910,0.0,0.0,0.0,3.19,3.72,0.0
20230326:2010,0.0,0.0,0.0,2.85,3.45,0.0
20230326:2110,0.0,0.0,0.0,2.63,3.24,0.0
20230326:2210,0.0,0.0,0.0,2.6,3.31,0.0
20230326:2310,0.0,0.0,0.0,1.94,3.24,0.0
20230327:0010,0.0,0.0,0.0,1.94,3.38,0.0
20230327:0110,0.0,0.0,0.0,1.5,3.66,0.0
20230327:0210,0.0,0.0,0.0,1.18,3.03,0.0
20230327:0310,0.0,0.0,0.0,0.95,4.48,0.0
20230327:0410,0.0,0.0,0.0,0.43,3.79,0.0
20230327:0510,0.0,0.0,0.0,-0.44,3.79,0.0
20230327:0610,31.13,50.27,8.75,-1.11,3.45,0.0
20230327:0710,135.32,166.24,18.52,-0.69,3.59,0.0
20230327:0810,301.44,344.38,27.63,-0.42,3.79,0.0
20230327:0910,493.79,555.71,35.5,0.06,4.69,0.0
20230327:1010,562.5,638.92,41.33,1.33,4.62,0.0
20230327:1110,664.32,764.99,44.21,2.37,4.21,0.0
20230327:1210,635.77,731.52,43.55,2.73,4.28,0.0
20230327:1310,637.29,731.06,39.5,2.6,4.34,0.0
20230327:1410,167.81,202.88,32.83,2.51,4.62,0.0
20230327:1510,149.74,182.81,24.43,2.3,4.76,0.0
20230327:1610,117.2,150.18,15.02,2.09,4.28,0.0
20230327:1710,8.75,20.81,5.12,1.82,3.38,0.0
20230327:1810,0.0,0.0,0.0,0.81,3.52,0.0
20230327:1910,0.0,0.0,0.0,-0.01,3.17,0.0
20230327:2010,0.0,0.0,0.0,-0.71,3.03,0.0
20230327:2110,0.0,0.0,0.0,-1.16,3.03,0.0
20230327:2210,0.0,0.0,0.0,-1.5,2.55,0.0
20230327:2310,0.0,0.0,0.0,-1.78,2.34,0.0
20230328:0010,0.0,0.0,0.0,-2.02,2.28,0.0
20230328:0110,0.0,0.0,0.0,-2.1,2.14,0.0
20230328:0210,0.0,0.0,0.0,-2.36,2.0,0.0
20230328:0310,0.0,0.0,0.0,-2.47,1.79,0.0
20230328:0410,0.0,0.0,0.0,-2.59,1.59,0.0
20230328:0510,0.0,0.0,0.0,-2.74,1.45,0.0
20230328:0610,77.04,116.57,9.09,-2.65,1.24,0.0
20230328:0710,254.56,301.52,18.87,-1.12,1.24,0.0
20230328:0810,478.57,551.11,28.0,0.17,1.52,0.0
20230328:0910,643.08,755.44,35.88,1.33,1.38,0.0
20230328:1010,802.74,978.27,41.72,2.68,1.17,0.0
20230328:1110,853.97,1058.35,44.61,3.66,1.17,0.0
20230328:1210,777.37,953.4,43.93,4.63,1.24,0.0
20230328:1310,763.1,938.8,39.84,5.3,1.03,0.0
20230328:1410,642.17,774.66,33.13,5.85,1.1,0.0
20230328:1510,465.18,554.0,24.7,5.96,1.38,0.0
20230328:1610,216.59,276.6,15.26,5.8,1.72,0.0
20230328:1710,20.64,54.27,5.36,5.13,1.79,0.0
20230328:1810,0.0,0.0,0.0,3.62,2.07,0.0
20230328:1910,0.0,0.0,0.0,3.41,2.28,0.0
20230328:2010,0.0,0.0,0.0,3.02,1.93,0.0
20230328:2110,0.0,0.0,0.0,2.77,1.93,0.0
20230328:2210,0.0,0.0,0.0,2.37,2.07,0.0
20230328:2310,0.0,0.0,0.0,1.83,2.0,0.0
20230329:0010,0.0,0.0,0.0,1.35,1.93,0.0
20230329:0110,0.0,0.0,0.0,1.77,2.0,0.0
20230329:0210,0.0,0.0,0.0,2.05,2.21,0.0
20230329:0310,0.0,0.0,0.0,2.2,2.21,0.0
20230329:0410,0.0,0.0,0.0,2.18,2.55,0.0
20230329:0510,0.0,0.0,0.0,2.33,2.9,0.0
20230329:0610,6.79,17.97,9.44,2.99,3.1,0.0
20230329:0710,108.17,139.3,19.22,4.67,3.31,0.0
20230329:0810,174.21,213.67,28.36,6.18,2.83,0.0
20230329:0910,277.67,330.3,36.27,6.93,3.1,0.0
20230329:1010,278.98,333.34,42.12,7.44,2.97,0.0
20230329:1110,288.12,345.47,45.0,8.75,3.38,0.0
20230329:1210,125.29,161.76,44.3,10.33,3.86,0.0
20230329:1310,212.86,262.57,40.17,11.65,4.21,0.0
20230329:1410,250.83,306.02,33.42,12.54,4.62,0.0
20230329:1510,365.79,440.29,24.96,12.48,4.21,0.0
